Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
EU-20240326-0638,26/03/2024,30/03/2024,First Class,CZ-4567,Jan Novak,Home Office,Czechia,České Budějovice,South Bohemian,37001,West,P-63051,Furniture,Bookcases,IKEA Billy Bookcase,404.44,4,0,38.65
EU-20230115-0639,15/01/2023,21/01/2023,Same Day,CZ-5321,Anna Procházková,Consumer,Czechia,Ostrava,Moravian-Silesian,70030,West,P-29880,Furniture,Chairs,Stackable Chair Set,663.8,5,0,-26.59
EU-20230101-0640,01/01/2023,02/01/2023,Same Day,CZ-2689,Katerina Malá,Home Office,Czechia,Plzeň,Plzeň Region,30100,West,P-68861,Office Supplies,Storage,File Cabinet 2-Drawer,406.68,1,0.1,52.58
EU-20250301-0641,01/03/2025,03/03/2025,Same Day,CZ-6649,Lukáš Černý,Home Office,Czechia,Prague,Prague Region,11000,South,P-62413,Technology,Phones,Business Phone Pro,2355.21,9,0,465.14
EU-20231115-0642,15/11/2023,15/11/2023,First Class,CZ-5206,Katerina Malá,Home Office,Czechia,Plzeň,Plzeň Region,30100,Central,P-65432,Technology,Copiers,All-in-One Printer,349.49,2,0.1,36
EU-20230309-0643,09/03/2023,14/03/2023,Second Class,CZ-6089,Tomas Horák,Home Office,Czechia,Ostrava,Moravian-Silesian,70030,West,P-77567,Technology,Accessories,Mechanical Keyboard,758.3,4,0.1,95.61
EU-20250302-0644,02/03/2025,08/03/2025,Same Day,CZ-2141,Eva Dvořáková,Home Office,Czechia,České Budějovice,South Bohemian,37001,West,P-35425,Office Supplies,Storage,File Cabinet 2-Drawer,3445.78,8,0.1,733.21
EU-20250323-0645,23/03/2025,24/03/2025,Standard Class,CZ-5270,Jakub Veselý,Home Office,Czechia,Plzeň,Plzeň Region,30100,East,P-52814,Furniture,Tables,Conference Table 2m,719.59,2,0.1,100.17
EU-20240314-0646,14/03/2024,16/03/2024,First Class,CZ-7681,Katerina Malá,Home Office,Czechia,České Budějovice,South Bohemian,37001,Central,P-49661,Furniture,Tables,Coffee Table Modern,705.44,2,0.1,91.69
EU-20240716-0647,16/07/2024,18/07/2024,Second Class,CZ-7869,Eva Dvořáková,Consumer,Czechia,Brno,South Moravian,60200,West,P-71078,Office Supplies,Storage,Plastic Storage Box,3848,8,0,413.24
EU-20240314-0648,14/03/2024,17/03/2024,Standard Class,CZ-3962,Jakub Veselý,Consumer,Czechia,České Budějovice,South Bohemian,37001,Central,P-23851,Furniture,Bookcases,IKEA Billy Bookcase,39.75,3,0,1.71
EU-20240902-0649,02/09/2024,03/09/2024,Second Class,CZ-1126,Petr Svoboda,Corporate,Czechia,Liberec,Liberec Region,46000,West,P-81138,Technology,Accessories,USB-C Hub 7-in-1,282.14,1,0.3,7.98
EU-20231209-0650,09/12/2023,12/12/2023,Standard Class,CZ-3887,Katerina Malá,Corporate,Czechia,České Budějovice,South Bohemian,37001,West,P-73723,Furniture,Bookcases,Classic Oak Bookcase,1395.12,6,0,358.9
EU-20250113-0651,13/01/2025,17/01/2025,First Class,CZ-7040,Jan Novak,Home Office,Czechia,Olomouc,Olomouc Region,77900,West,P-20304,Technology,Copiers,All-in-One Printer,1758.91,6,0.2,-330.53
EU-20250727-0652,27/07/2025,29/07/2025,Standard Class,CZ-1490,Petr Svoboda,Home Office,Czechia,Brno,South Moravian,60200,Central,P-13729,Technology,Phones,Business Phone Pro,487.13,3,0.1,122.61
EU-20240906-0653,06/09/2024,12/09/2024,Second Class,CZ-2882,Eva Dvořáková,Home Office,Czechia,Plzeň,Plzeň Region,30100,Central,P-31292,Technology,Phones,Business Phone Pro,260.93,1,0.1,47.58
EU-20241110-0654,10/11/2024,12/11/2024,Same Day,CZ-3387,Jakub Veselý,Home Office,Czechia,Brno,South Moravian,60200,East,P-39320,Technology,Copiers,All-in-One Printer,743.55,8,0.2,-108.16
EU-20230331-0655,31/03/2023,04/04/2023,Second Class,CZ-7772,Tomas Horák,Home Office,Czechia,Hradec Králové,Hradec Králové Region,50002,East,P-77163,Furniture,Bookcases,IKEA Billy Bookcase,2690.21,9,0.2,100.64
EU-20230227-0656,27/02/2023,28/02/2023,Same Day,CZ-8164,Katerina Malá,Home Office,Czechia,Olomouc,Olomouc Region,77900,South,P-94517,Office Supplies,Storage,File Cabinet 2-Drawer,2714.85,9,0,307.06
EU-20240517-0657,17/05/2024,21/05/2024,Same Day,CZ-2378,Tomas Horák,Corporate,Czechia,Hradec Králové,Hradec Králové Region,50002,East,P-93168,Technology,Phones,Smartphone X Lite,70.28,2,0.3,-10.66
EU-20250602-0658,02/06/2025,06/06/2025,Second Class,CZ-3048,Lukáš Černý,Home Office,Czechia,Liberec,Liberec Region,46000,West,P-32499,Office Supplies,Binders,Staples Binders Pack,90.45,2,0.1,10.96
EU-20240505-0659,05/05/2024,06/05/2024,First Class,CZ-1220,Eva Dvořáková,Consumer,Czechia,Plzeň,Plzeň Region,30100,East,P-56994,Furniture,Chairs,Ergo Mesh Chair,113.11,1,0.2,3.41
EU-20240513-0660,13/05/2024,13/05/2024,First Class,CZ-2871,Katerina Malá,Consumer,Czechia,Olomouc,Olomouc Region,77900,Central,P-34299,Furniture,Bookcases,OfficePro Bookcase,2917.15,9,0.2,297.57
EU-20250611-0661,11/06/2025,15/06/2025,Same Day,CZ-8813,Anna Procházková,Consumer,Czechia,Liberec,Liberec Region,46000,East,P-81289,Technology,Phones,Smartphone X Lite,792.78,2,0,124.5
EU-20240704-0662,04/07/2024,10/07/2024,Standard Class,CZ-7899,Lukáš Černý,Corporate,Czechia,České Budějovice,South Bohemian,37001,Central,P-96971,Technology,Phones,Business Phone Pro,345.15,9,0,60.16
EU-20240530-0663,30/05/2024,05/06/2024,First Class,CZ-2191,Katerina Malá,Consumer,Czechia,Hradec Králové,Hradec Králové Region,50002,West,P-56216,Furniture,Tables,Coffee Table Modern,99.06,9,0.1,20.2
EU-20240902-0664,02/09/2024,02/09/2024,Same Day,CZ-1787,Jan Novak,Home Office,Czechia,Plzeň,Plzeň Region,30100,West,P-48990,Office Supplies,Art,Marker Set 24,150.3,1,0,28.34
EU-20250210-0665,10/02/2025,11/02/2025,Second Class,CZ-8788,Eva Dvořáková,Home Office,Czechia,Ostrava,Moravian-Silesian,70030,East,P-25689,Office Supplies,Binders,Heavy-Duty Binder,533.12,2,0.2,-66.61
EU-20240510-0666,10/05/2024,16/05/2024,Standard Class,CZ-2140,Anna Procházková,Home Office,Czechia,Hradec Králové,Hradec Králové Region,50002,South,P-69658,Furniture,Tables,Coffee Table Modern,778.75,9,0.2,-45.65
EU-20230925-0667,25/09/2023,29/09/2023,Standard Class,CZ-8675,Tomas Horák,Corporate,Czechia,Ostrava,Moravian-Silesian,70030,Central,P-71431,Office Supplies,Storage,File Cabinet 2-Drawer,411.19,4,0.1,44.86
EU-20250403-0668,03/04/2025,06/04/2025,Same Day,CZ-1178,Jakub Veselý,Consumer,Czechia,Hradec Králové,Hradec Králové Region,50002,East,P-96006,Technology,Copiers,Office Copier 3000,174.58,7,0,23.61
EU-20230702-0669,02/07/2023,02/07/2023,Same Day,CZ-5588,Anna Procházková,Corporate,Czechia,České Budějovice,South Bohemian,37001,Central,P-82833,Technology,Phones,Smartphone X Lite,159.86,2,0,26.38
EU-20240110-0670,10/01/2024,15/01/2024,Same Day,CZ-3933,Katerina Malá,Corporate,Czechia,Plzeň,Plzeň Region,30100,West,P-25187,Technology,Copiers,Office Copier 3000,3041.51,7,0.1,539.17
EU-20250813-0671,13/08/2025,15/08/2025,First Class,CZ-1893,Katerina Malá,Corporate,Czechia,Brno,South Moravian,60200,South,P-29773,Technology,Copiers,Office Copier 3000,1121.64,3,0,235.54
EU-20230115-0672,15/01/2023,15/01/2023,First Class,CZ-8088,Tomas Horák,Consumer,Czechia,Prague,Prague Region,11000,East,P-15586,Furniture,Chairs,Executive Leather Chair,2513.79,8,0.2,-344.09
EU-20231101-0673,01/11/2023,01/11/2023,First Class,CZ-2167,Eva Dvořáková,Consumer,Czechia,Prague,Prague Region,11000,Central,P-97029,Technology,Phones,Business Phone Pro,3348.52,7,0,801.95
EU-20240814-0674,14/08/2024,17/08/2024,Second Class,CZ-3220,Lukáš Černý,Home Office,Czechia,Prague,Prague Region,11000,Central,P-43798,Technology,Phones,Smartphone X Lite,471.68,8,0,-25.31
EU-20240601-0675,01/06/2024,02/06/2024,Same Day,CZ-7358,Jan Novak,Corporate,Czechia,Brno,South Moravian,60200,East,P-73772,Furniture,Chairs,Stackable Chair Set,858.66,2,0,217.27
EU-20230601-0676,01/06/2023,03/06/2023,Same Day,CZ-5994,Eva Dvořáková,Home Office,Czechia,Plzeň,Plzeň Region,30100,East,P-23386,Office Supplies,Paper,A4 Copy Paper 500,1054.87,7,0.1,191.88
EU-20230121-0677,21/01/2023,26/01/2023,Second Class,CZ-2894,Jan Novak,Corporate,Czechia,Hradec Králové,Hradec Králové Region,50002,West,P-14922,Technology,Copiers,Office Copier 3000,905.94,3,0.3,-158.32
EU-20241226-0678,26/12/2024,28/12/2024,Standard Class,CZ-9181,Petr Svoboda,Home Office,Czechia,Prague,Prague Region,11000,South,P-54066,Office Supplies,Paper,Photo Paper Glossy,1627.64,4,0,391.96
EU-20240602-0679,02/06/2024,04/06/2024,Same Day,CZ-2754,Anna Procházková,Corporate,Czechia,Brno,South Moravian,60200,West,P-10463,Office Supplies,Storage,File Cabinet 2-Drawer,2622.96,6,0,434.8
EU-20250422-0680,22/04/2025,23/04/2025,Second Class,CZ-6603,Tomas Horák,Consumer,Czechia,České Budějovice,South Bohemian,37001,West,P-44980,Office Supplies,Binders,Heavy-Duty Binder,2977.1,7,0,856.13
EU-20240124-0681,24/01/2024,26/01/2024,First Class,CZ-1371,Katerina Malá,Home Office,Czechia,Prague,Prague Region,11000,Central,P-18802,Technology,Copiers,Office Copier 3000,258,1,0,42.07
EU-20240919-0682,19/09/2024,25/09/2024,First Class,CZ-4569,Katerina Malá,Home Office,Czechia,Prague,Prague Region,11000,East,P-80990,Office Supplies,Art,Marker Set 24,420.23,1,0,127.83
EU-20250214-0683,14/02/2025,20/02/2025,First Class,CZ-5482,Jakub Veselý,Home Office,Czechia,Liberec,Liberec Region,46000,West,P-96717,Technology,Accessories,Wireless Mouse,72.18,2,0.1,0.66
EU-20240502-0684,02/05/2024,06/05/2024,Same Day,CZ-5174,Eva Dvořáková,Corporate,Czechia,Plzeň,Plzeň Region,30100,Central,P-72699,Furniture,Tables,Conference Table 2m,4241.88,9,0,619.63
EU-20250824-0685,24/08/2025,28/08/2025,Second Class,CZ-4998,Jakub Veselý,Consumer,Czechia,Plzeň,Plzeň Region,30100,South,P-13775,Furniture,Tables,Conference Table 2m,532.28,2,0,94.13
EU-20231213-0686,13/12/2023,18/12/2023,Second Class,CZ-5435,Anna Procházková,Home Office,Czechia,Ostrava,Moravian-Silesian,70030,Central,P-61796,Office Supplies,Storage,File Cabinet 2-Drawer,1538.04,6,0,599.13
EU-20250222-0687,22/02/2025,23/02/2025,Second Class,CZ-3681,Katerina Malá,Consumer,Czechia,Ostrava,Moravian-Silesian,70030,South,P-19130,Furniture,Chairs,Stackable Chair Set,1249.8,6,0,364.65
EU-20240819-0688,19/08/2024,25/08/2024,Second Class,CZ-7468,Jan Novak,Corporate,Czechia,Brno,South Moravian,60200,Central,P-99156,Furniture,Tables,Coffee Table Modern,1297.63,7,0.2,-148.79
EU-20240502-0689,02/05/2024,02/05/2024,First Class,CZ-7852,Eva Dvořáková,Home Office,Czechia,Liberec,Liberec Region,46000,South,P-76985,Office Supplies,Art,Highlighters Neon 6,1382.22,3,0,433.71
EU-20231208-0690,08/12/2023,13/12/2023,First Class,CZ-3925,Anna Procházková,Home Office,Czechia,Ostrava,Moravian-Silesian,70030,West,P-19824,Furniture,Bookcases,IKEA Billy Bookcase,921.13,9,0.1,140.4
EU-20240527-0691,27/05/2024,30/05/2024,Same Day,CZ-4153,Eva Dvořáková,Consumer,Czechia,Prague,Prague Region,11000,East,P-33834,Technology,Phones,Smartphone X Lite,363.39,1,0,50.26
EU-20230415-0692,15/04/2023,21/04/2023,Same Day,CZ-4020,Tomas Horák,Corporate,Czechia,Olomouc,Olomouc Region,77900,Central,P-81792,Technology,Copiers,All-in-One Printer,171.49,1,0.1,-3.85
EU-20250903-0693,03/09/2025,09/09/2025,Standard Class,CZ-7801,Lukáš Černý,Corporate,Czechia,Plzeň,Plzeň Region,30100,West,P-43686,Furniture,Bookcases,IKEA Billy Bookcase,1259.27,7,0.2,24.96
EU-20250414-0694,14/04/2025,20/04/2025,Same Day,CZ-5565,Tomas Horák,Consumer,Czechia,Plzeň,Plzeň Region,30100,West,P-26576,Office Supplies,Paper,A4 Copy Paper 500,674.88,2,0,104.09
EU-20231229-0695,29/12/2023,02/01/2024,Standard Class,CZ-3964,Jakub Veselý,Corporate,Czechia,Plzeň,Plzeň Region,30100,South,P-72894,Technology,Accessories,Mechanical Keyboard,355.06,1,0.2,-8.48
EU-20230717-0696,17/07/2023,20/07/2023,Same Day,CZ-5631,Jan Novak,Corporate,Czechia,Prague,Prague Region,11000,West,P-85135,Technology,Accessories,Mechanical Keyboard,614.16,3,0,162.82
EU-20241127-0697,27/11/2024,03/12/2024,Same Day,CZ-8995,Jan Novak,Home Office,Czechia,Hradec Králové,Hradec Králové Region,50002,West,P-35186,Furniture,Tables,Coffee Table Modern,116.25,3,0,28.27
EU-20230506-0698,06/05/2023,10/05/2023,Same Day,CZ-7080,Eva Dvořáková,Corporate,Czechia,Hradec Králové,Hradec Králové Region,50002,East,P-23854,Furniture,Chairs,Executive Leather Chair,665.35,6,0.4,-267.38
EU-20230930-0699,30/09/2023,05/10/2023,Same Day,CZ-5493,Petr Svoboda,Home Office,Czechia,Ostrava,Moravian-Silesian,70030,South,P-37094,Office Supplies,Storage,Plastic Storage Box,345.92,2,0,15.45
EU-20240721-0700,21/07/2024,27/07/2024,Same Day,CZ-7464,Katerina Malá,Corporate,Czechia,Ostrava,Moravian-Silesian,70030,Central,P-26562,Technology,Copiers,Office Copier 3000,690.56,8,0,114.3
EU-20240506-0701,06/05/2024,08/05/2024,Standard Class,CZ-1060,Lukáš Černý,Corporate,Czechia,České Budějovice,South Bohemian,37001,Central,P-19269,Office Supplies,Binders,Staples Binders Pack,963.52,5,0.2,-149.66
EU-20241204-0702,04/12/2024,06/12/2024,Same Day,CZ-3155,Katerina Malá,Home Office,Czechia,Brno,South Moravian,60200,West,P-49725,Office Supplies,Paper,A4 Copy Paper 500,9.24,1,0.2,-0.28
EU-20230102-0703,02/01/2023,03/01/2023,Same Day,CZ-9316,Jan Novak,Corporate,Czechia,Hradec Králové,Hradec Králové Region,50002,Central,P-90356,Furniture,Tables,Coffee Table Modern,3001.95,7,0.1,202.01
EU-20231206-0704,06/12/2023,06/12/2023,Second Class,CZ-9081,Jan Novak,Consumer,Czechia,Ostrava,Moravian-Silesian,70030,Central,P-92821,Furniture,Chairs,Stackable Chair Set,1995.65,6,0.2,-82.5
EU-20240405-0705,05/04/2024,11/04/2024,Second Class,CZ-4918,Petr Svoboda,Home Office,Czechia,České Budějovice,South Bohemian,37001,East,P-92987,Office Supplies,Storage,File Cabinet 2-Drawer,1027.48,7,0.3,-35.74
EU-20240912-0706,12/09/2024,18/09/2024,Same Day,CZ-8996,Tomas Horák,Corporate,Czechia,Liberec,Liberec Region,46000,West,P-89737,Furniture,Bookcases,IKEA Billy Bookcase,484.96,1,0,65.67
EU-20241220-0707,20/12/2024,25/12/2024,Same Day,CZ-9092,Tomas Horák,Home Office,Czechia,Plzeň,Plzeň Region,30100,Central,P-13225,Technology,Phones,Business Phone Pro,370.44,7,0.1,37.35
EU-20240629-0708,29/06/2024,29/06/2024,First Class,CZ-4114,Anna Procházková,Home Office,Czechia,Prague,Prague Region,11000,Central,P-36502,Office Supplies,Art,Marker Set 24,1155.45,3,0,182.19
EU-20230413-0709,13/04/2023,14/04/2023,Second Class,CZ-3630,Jan Novak,Consumer,Czechia,Prague,Prague Region,11000,East,P-45929,Furniture,Bookcases,IKEA Billy Bookcase,1479.82,4,0.1,18.18
EU-20250813-0710,13/08/2025,13/08/2025,Standard Class,CZ-5078,Jakub Veselý,Consumer,Czechia,Olomouc,Olomouc Region,77900,West,P-15801,Technology,Copiers,All-in-One Printer,1080.9,4,0.1,51.84
EU-20230201-0711,01/02/2023,07/02/2023,First Class,CZ-1666,Jan Novak,Corporate,Czechia,Liberec,Liberec Region,46000,Central,P-92203,Furniture,Bookcases,Classic Oak Bookcase,2047.54,8,0.1,195.26
EU-20240930-0712,30/09/2024,03/10/2024,Same Day,CZ-4672,Petr Svoboda,Consumer,Czechia,Olomouc,Olomouc Region,77900,South,P-17382,Furniture,Chairs,Executive Leather Chair,212.04,2,0,81.94
EU-20240620-0713,20/06/2024,24/06/2024,Same Day,CZ-3223,Anna Procházková,Corporate,Czechia,Brno,South Moravian,60200,East,P-96442,Office Supplies,Art,Marker Set 24,167.3,1,0.2,-12.77
EU-20240228-0714,28/02/2024,04/03/2024,First Class,CZ-5920,Jakub Veselý,Corporate,Czechia,Brno,South Moravian,60200,West,P-29585,Technology,Phones,Smartphone X Lite,432.9,9,0,96.49
EU-20231203-0715,03/12/2023,03/12/2023,Same Day,CZ-5212,Tomas Horák,Home Office,Czechia,Olomouc,Olomouc Region,77900,Central,P-33345,Technology,Accessories,Mechanical Keyboard,1613.2,8,0,324.45
EU-20231207-0716,07/12/2023,11/12/2023,Standard Class,CZ-9777,Jan Novak,Consumer,Czechia,Liberec,Liberec Region,46000,Central,P-67196,Office Supplies,Paper,A4 Copy Paper 500,3478.25,8,0.1,844.5
EU-20230323-0717,23/03/2023,23/03/2023,First Class,CZ-3120,Katerina Malá,Consumer,Czechia,Hradec Králové,Hradec Králové Region,50002,South,P-45853,Office Supplies,Binders,Staples Binders Pack,1228.98,4,0.3,-147.85
EU-20240208-0718,08/02/2024,14/02/2024,First Class,CZ-1996,Lukáš Černý,Home Office,Czechia,Prague,Prague Region,11000,Central,P-36870,Technology,Copiers,Office Copier 3000,1067.11,4,0.3,-153.62
EU-20230603-0719,03/06/2023,04/06/2023,First Class,CZ-8853,Katerina Malá,Consumer,Czechia,Olomouc,Olomouc Region,77900,West,P-22379,Furniture,Chairs,Executive Leather Chair,1492.92,4,0,468.16
EU-20250919-0720,19/09/2025,20/09/2025,Same Day,CZ-5272,Tomas Horák,Corporate,Czechia,Plzeň,Plzeň Region,30100,East,P-67986,Office Supplies,Binders,Staples Binders Pack,1570,5,0,510.04
EU-20241212-0721,12/12/2024,15/12/2024,Same Day,CZ-8011,Katerina Malá,Home Office,Czechia,České Budějovice,South Bohemian,37001,Central,P-67204,Furniture,Tables,Standing Desk 120cm,1230.21,7,0.2,-90.18
EU-20230708-0722,08/07/2023,13/07/2023,Standard Class,CZ-8433,Anna Procházková,Home Office,Czechia,Liberec,Liberec Region,46000,East,P-39813,Office Supplies,Art,Marker Set 24,968.61,4,0.2,29.65
EU-20250509-0723,09/05/2025,14/05/2025,First Class,CZ-7031,Jan Novak,Consumer,Czechia,Olomouc,Olomouc Region,77900,West,P-47011,Technology,Copiers,All-in-One Printer,2166.46,8,0.2,-25.98
EU-20241027-0724,27/10/2024,28/10/2024,Standard Class,CZ-4192,Lukáš Černý,Home Office,Czechia,Hradec Králové,Hradec Králové Region,50002,Central,P-92643,Office Supplies,Art,Marker Set 24,875.52,9,0,185.67
EU-20250710-0725,10/07/2025,12/07/2025,Standard Class,CZ-2537,Tomas Horák,Corporate,Czechia,Prague,Prague Region,11000,East,P-59549,Technology,Accessories,USB-C Hub 7-in-1,402.98,4,0.1,-54.61
EU-20240709-0726,09/07/2024,09/07/2024,First Class,CZ-8067,Eva Dvořáková,Home Office,Czechia,Liberec,Liberec Region,46000,Central,P-52919,Furniture,Chairs,Executive Leather Chair,282.64,1,0.3,-15.7
EU-20230724-0727,24/07/2023,30/07/2023,Standard Class,CZ-7447,Tomas Horák,Corporate,Czechia,Plzeň,Plzeň Region,30100,West,P-15499,Furniture,Chairs,Ergo Mesh Chair,219.96,9,0,24.67
EU-20250617-0728,17/06/2025,23/06/2025,First Class,CZ-9269,Katerina Malá,Home Office,Czechia,Olomouc,Olomouc Region,77900,South,P-78367,Technology,Phones,Smartphone X Lite,1185.25,4,0.2,-134.82
EU-20231222-0729,22/12/2023,27/12/2023,Standard Class,CZ-4089,Tomas Horák,Home Office,Czechia,Ostrava,Moravian-Silesian,70030,Central,P-30659,Furniture,Bookcases,Classic Oak Bookcase,948.96,6,0,113.05
EU-20230312-0730,12/03/2023,14/03/2023,Standard Class,CZ-7500,Katerina Malá,Home Office,Czechia,Liberec,Liberec Region,46000,West,P-27199,Office Supplies,Binders,Staples Binders Pack,2043.95,5,0,228.36
EU-20230711-0731,11/07/2023,13/07/2023,First Class,CZ-1534,Anna Procházková,Home Office,Czechia,Liberec,Liberec Region,46000,West,P-46132,Office Supplies,Binders,Staples Binders Pack,906.35,5,0,189.93
EU-20240612-0732,12/06/2024,13/06/2024,First Class,CZ-5517,Tomas Horák,Home Office,Czechia,Liberec,Liberec Region,46000,East,P-44409,Office Supplies,Paper,A4 Copy Paper 500,191.88,3,0,35.97
EU-20240517-0733,17/05/2024,22/05/2024,Standard Class,CZ-4723,Jan Novak,Corporate,Czechia,Ostrava,Moravian-Silesian,70030,Central,P-10363,Technology,Phones,Business Phone Pro,1005.39,3,0,200.23
EU-20240925-0734,25/09/2024,25/09/2024,First Class,CZ-1882,Lukáš Černý,Home Office,Czechia,Plzeň,Plzeň Region,30100,East,P-30224,Technology,Copiers,Office Copier 3000,101.78,2,0,21.31
EU-20250515-0735,15/05/2025,16/05/2025,First Class,CZ-6204,Katerina Malá,Consumer,Czechia,Plzeň,Plzeň Region,30100,Central,P-38885,Furniture,Tables,Conference Table 2m,1137.56,4,0,268.9
EU-20241003-0736,03/10/2024,06/10/2024,Standard Class,CZ-5732,Petr Svoboda,Corporate,Czechia,Ostrava,Moravian-Silesian,70030,West,P-74952,Technology,Accessories,Wireless Mouse,719.5,2,0.2,-54.41
EU-20250131-0737,31/01/2025,02/02/2025,Same Day,CZ-1739,Katerina Malá,Consumer,Czechia,Hradec Králové,Hradec Králové Region,50002,South,P-77081,Office Supplies,Binders,Staples Binders Pack,2728.98,9,0,175.24
EU-20250523-0738,23/05/2025,26/05/2025,Second Class,CZ-8124,Petr Svoboda,Home Office,Czechia,Brno,South Moravian,60200,South,P-19045,Office Supplies,Storage,Plastic Storage Box,2608.06,8,0.2,-369.07
EU-20230120-0739,20/01/2023,26/01/2023,Same Day,CZ-6413,Tomas Horák,Home Office,Czechia,České Budějovice,South Bohemian,37001,East,P-11269,Technology,Accessories,Wireless Mouse,562.58,2,0,100.28
EU-20240110-0740,10/01/2024,15/01/2024,Second Class,CZ-9433,Katerina Malá,Corporate,Czechia,Liberec,Liberec Region,46000,East,P-19111,Furniture,Bookcases,IKEA Billy Bookcase,2591.58,6,0,460.42
EU-20230905-0741,05/09/2023,10/09/2023,Standard Class,CZ-4924,Katerina Malá,Corporate,Czechia,Prague,Prague Region,11000,West,P-48968,Office Supplies,Art,Highlighters Neon 6,795.26,8,0.4,-262.94
EU-20230118-0742,18/01/2023,21/01/2023,Second Class,CZ-9301,Petr Svoboda,Home Office,Czechia,Liberec,Liberec Region,46000,East,P-27400,Office Supplies,Art,Marker Set 24,976.96,8,0,231.74
EU-20250107-0743,07/01/2025,07/01/2025,Same Day,CZ-9371,Jakub Veselý,Home Office,Czechia,Brno,South Moravian,60200,East,P-51302,Office Supplies,Binders,Heavy-Duty Binder,3469.77,9,0,793.86
EU-20230801-0744,01/08/2023,02/08/2023,Same Day,CZ-8393,Petr Svoboda,Corporate,Czechia,Plzeň,Plzeň Region,30100,Central,P-67939,Technology,Accessories,Wireless Mouse,443.8,7,0,98.38
EU-20240206-0745,06/02/2024,11/02/2024,Second Class,CZ-8933,Eva Dvořáková,Home Office,Czechia,Hradec Králové,Hradec Králové Region,50002,East,P-61287,Office Supplies,Paper,Photo Paper Glossy,454.58,2,0,139.31
EU-20240311-0746,11/03/2024,11/03/2024,Same Day,CZ-6720,Katerina Malá,Home Office,Czechia,České Budějovice,South Bohemian,37001,West,P-91731,Technology,Copiers,Office Copier 3000,1552.6,5,0,244.62
EU-20231002-0747,02/10/2023,03/10/2023,Standard Class,CZ-4381,Petr Svoboda,Corporate,Czechia,Ostrava,Moravian-Silesian,70030,East,P-97759,Technology,Phones,Business Phone Pro,849.7,2,0,83.88
EU-20250622-0748,22/06/2025,23/06/2025,Standard Class,CZ-6533,Petr Svoboda,Home Office,Czechia,Olomouc,Olomouc Region,77900,South,P-37829,Technology,Copiers,All-in-One Printer,1299.44,8,0,212.61
EU-20250609-0749,09/06/2025,10/06/2025,Second Class,CZ-4326,Tomas Horák,Home Office,Czechia,Prague,Prague Region,11000,Central,P-13659,Furniture,Bookcases,Classic Oak Bookcase,308.69,3,0.2,-31.36
EU-20250908-0750,08/09/2025,11/09/2025,First Class,CZ-4159,Lukáš Černý,Consumer,Czechia,České Budějovice,South Bohemian,37001,Central,P-23515,Technology,Accessories,Mechanical Keyboard,907.18,2,0,146.21
EU-20231125-0751,25/11/2023,01/12/2023,Standard Class,CZ-4044,Jakub Veselý,Consumer,Czechia,Hradec Králové,Hradec Králové Region,50002,East,P-85148,Technology,Copiers,All-in-One Printer,431.55,8,0.2,12.52
EU-20241123-0752,23/11/2024,28/11/2024,First Class,CZ-7782,Petr Svoboda,Consumer,Czechia,Olomouc,Olomouc Region,77900,West,P-77334,Furniture,Chairs,Ergo Mesh Chair,1173.96,4,0.1,207.84
EU-20250121-0753,21/01/2025,24/01/2025,First Class,CZ-2876,Jakub Veselý,Home Office,Czechia,Hradec Králové,Hradec Králové Region,50002,South,P-70101,Office Supplies,Binders,Staples Binders Pack,1144.2,3,0,263.89
EU-20250502-0754,02/05/2025,06/05/2025,Second Class,CZ-8311,Anna Procházková,Corporate,Czechia,Plzeň,Plzeň Region,30100,Central,P-43757,Office Supplies,Art,Highlighters Neon 6,719.13,5,0.4,-226.44
EU-20241101-0755,01/11/2024,05/11/2024,Second Class,CZ-9075,Eva Dvořáková,Corporate,Czechia,Hradec Králové,Hradec Králové Region,50002,Central,P-30836,Technology,Accessories,Mechanical Keyboard,1234.21,4,0.2,6.86
EU-20240607-0756,07/06/2024,11/06/2024,Same Day,CZ-1098,Jakub Veselý,Home Office,Czechia,Prague,Prague Region,11000,Central,P-37105,Furniture,Bookcases,Classic Oak Bookcase,154.4,1,0,30.34
EU-20240103-0757,03/01/2024,04/01/2024,Same Day,CZ-3637,Eva Dvořáková,Home Office,Czechia,Hradec Králové,Hradec Králové Region,50002,South,P-82778,Furniture,Bookcases,IKEA Billy Bookcase,2293.3,7,0.3,-592.41
EU-20230312-0758,12/03/2023,12/03/2023,Second Class,CZ-7821,Jakub Veselý,Consumer,Czechia,Hradec Králové,Hradec Králové Region,50002,East,P-28830,Office Supplies,Art,Highlighters Neon 6,1689.84,4,0.1,60.76
EU-20240605-0759,05/06/2024,08/06/2024,First Class,CZ-4985,Jan Novak,Corporate,Czechia,Plzeň,Plzeň Region,30100,East,P-39475,Technology,Phones,Business Phone Pro,109.74,3,0,24.93
EU-20250820-0760,20/08/2025,20/08/2025,Same Day,CZ-5002,Petr Svoboda,Home Office,Czechia,Olomouc,Olomouc Region,77900,West,P-15629,Furniture,Tables,Conference Table 2m,781.49,2,0.2,-3.88
EU-20250831-0761,31/08/2025,03/09/2025,Standard Class,CZ-8422,Petr Svoboda,Home Office,Czechia,Liberec,Liberec Region,46000,South,P-37675,Furniture,Tables,Coffee Table Modern,793.03,7,0,128.04
